Project,Date,Chinook Run,Chinook,Jack Chinook,Steelhead,Wild Steelhead,Sockeye,Coho,Jack Coho,Shad,Lamprey,Bull Trout,Chum,Pink,TempC
Willamette Falls,7/16/04,,101,4,176,,,,,,,,,,22.2
Willamette Falls,7/17/04,,72,,127,,,,,,,,,,
Willamette Falls,7/18/04,,51,2,86,,,,,,,,,,
Willamette Falls,7/19/04,,16,1,54,,,,,,,,,,23.3
Willamette Falls,7/20/04,,16,1,21,,,,,,,,,,23.3
Willamette Falls,7/21/04,,11,,23,,,,,,,,,,23.3
Willamette Falls,7/22/04,,20,,21,,,,,,,,,,23.3
Willamette Falls,7/23/04,,8,,16,,,,,,,,,,23.3
Willamette Falls,7/24/04,,11,,20,,,,,,,,,,
Willamette Falls,7/25/04,,6,,16,,,,,,,,,,
Willamette Falls,7/26/04,,5,,7,,,,,,,,,,
Willamette Falls,7/27/04,,3,,9,,,,,,,,,,23.9
Willamette Falls,7/28/04,,2,,6,,,,,,,,,,24.4
Willamette Falls,7/29/04,,,,1,,,,,,,,,,25
Willamette Falls,7/30/04,,,,3,,,,,,,,,,24.4
Willamette Falls,7/31/04,,,,3,,,,,,,,,,
Willamette Falls,8/1/04,,1,1,,,,,,,,,,,
Willamette Falls,8/2/04,,2,,,,,,,,,,,,23.9
Willamette Falls,8/3/04,,,,1,,,,,,,,,,
Willamette Falls,8/4/04,,1,1,,,,,,,,,,,23.9
Willamette Falls,8/5/04,,1,,1,,,,,,,,,,
Willamette Falls,8/6/04,,3,1,3,,,,,,,,,,22.8
Willamette Falls,8/7/04,,27,,4,,,,,,,,,,
Willamette Falls,8/8/04,,17,,20,,,,,,,,,,
Willamette Falls,8/9/04,,20,,20,,,,,,,,,,21.7
Willamette Falls,8/10/04,,26,4,18,,,,,,,,,,21.7
Willamette Falls,8/11/04,,20,1,31,,,,,,,,,,
Willamette Falls,8/12/04,,22,2,23,,,,,,,,,,22.2
Willamette Falls,8/13/04,,21,,11,,,,,,,,,,
Willamette Falls,8/14/04,,12,1,2,,,,,,,,,,
Willamette Falls,8/15/04,,,,1,,,,,,,,,,
Willamette Falls,8/16/04,,1,,1,,,,,,,,,,23.9
Willamette Falls,8/17/04,,3,,1,,,,,,,,,,
Willamette Falls,8/18/04,,,,2,,,,,,,,,,23.9
Willamette Falls,8/19/04,,1,,,,,,,,,,,,23.3
Willamette Falls,8/20/04,,,,,,,,,,,,,,23.3
Willamette Falls,8/21/04,,1,,,,,,,,,,,,
Willamette Falls,8/22/04,,1,,,,,,,,,,,,
Willamette Falls,8/23/04,,,,4,,,,,,,,,,22.8
Willamette Falls,8/24/04,,7,2,12,,,,,,,,,,22.2
Willamette Falls,8/25/04,,11,1,20,,,,,,,,,,21.7
Willamette Falls,8/26/04,,22,1,38,,,1,,,,,,,20.6
Willamette Falls,8/27/04,,9,,50,,,,,,,,,,19.4
Willamette Falls,8/28/04,,40,,106,,,3,1,,,,,,
Willamette Falls,8/29/04,,24,,83,,,1,1,,,,,,
Willamette Falls,8/30/04,,22,4,32,,,5,1,,,,,,18.9
Willamette Falls,8/31/04,,29,1,44,,,2,1,,,,,,19.4
Willamette Falls,9/1/04,,27,6,39,,,1,2,,,,,,20
Willamette Falls,9/2/04,,8,,14,,,1,2,,,,,,
Willamette Falls,9/3/04,,9,1,12,,,2,4,,,,,,20.6
Willamette Falls,9/4/04,,11,,9,,,2,5,,,,,,
Willamette Falls,9/5/04,,8,,4,,,3,1,,,,,,
Willamette Falls,9/6/04,,10,1,17,,,4,2,,,,,,
Willamette Falls,9/7/04,,17,2,17,,,8,2,,,,,,19.4
Willamette Falls,9/8/04,,7,2,23,,,4,8,,,,,,19.4
Willamette Falls,9/9/04,,8,6,12,,,4,6,,,,,,19.4
Willamette Falls,9/10/04,,14,6,6,,,7,8,,,,,,19.4
Willamette Falls,9/11/04,,23,9,14,,,6,8,,,,,,
Willamette Falls,9/12/04,,11,2,3,,,2,6,,,,,,
Willamette Falls,9/13/04,,24,12,16,,,15,12,,,,,,18.9
Willamette Falls,9/14/04,,66,29,18,,,22,13,,,,,,18.9
Willamette Falls,9/15/04,,120,21,31,,,41,27,,,,,,18.3
Willamette Falls,9/16/04,,51,7,28,,,113,32,,,,,,
Willamette Falls,9/17/04,,32,,20,,,144,25,,,,,,17.8
Willamette Falls,9/18/04,,35,1,32,,,108,24,,,,,,
Willamette Falls,9/19/04,,10,1,28,,,179,43,,,,,,
Willamette Falls,9/20/04,,2,,25,,,186,23,,,,,,15.6
Willamette Falls,9/21/04,,2,,9,,,196,38,,,,,,
Willamette Falls,9/22/04,,2,,17,,,147,25,,,,,,14.4
Willamette Falls,9/23/04,,,,12,,,97,14,,,,,,14.4
Willamette Falls,9/24/04,,,1,16,,,247,44,,,,,,15
Willamette Falls,9/25/04,,2,,5,,,256,56,,,,,,
Willamette Falls,9/26/04,,,,4,,,140,27,,,,,,
Willamette Falls,9/27/04,,,,,,,102,15,,,,,,16.1
Willamette Falls,9/28/04,,,,4,,,120,13,,,,,,
Willamette Falls,9/29/04,,,,6,,,67,6,,,,,,17.2
Willamette Falls,9/30/04,,,,3,,,35,2,,,,,,16.7
Willamette Falls,10/1/04,,1,,7,,,44,2,,,,,,16.7
Willamette Falls,10/2/04,,,,9,,,30,,,,,,,
Willamette Falls,10/3/04,,,,3,,,56,7,,,,,,
Willamette Falls,10/4/04,,,,1,,,33,1,,,,,,16.1
Willamette Falls,10/5/04,,,,2,,,20,1,,,,,,
Willamette Falls,10/6/04,,,,4,,,37,,,,,,,16.1
Willamette Falls,10/7/04,,,,3,,,31,,,,,,,16.1
Willamette Falls,10/8/04,,1,,1,,,19,,,,,,,16.7
Willamette Falls,10/9/04,,,,1,,,20,3,,,,,,
Willamette Falls,10/10/04,,,,1,,,24,2,,,,,,
Willamette Falls,10/11/04,,,,4,,,36,2,,,,,,17.2
Willamette Falls,10/12/04,,,,1,,,16,,,,,,,15
Willamette Falls,10/13/04,,,,1,,,15,,,,,,,14.4
Willamette Falls,10/14/04,,,,3,,,18,4,,,,,,
Willamette Falls,10/15/04,,,,6,,,15,,,,,,,15
Willamette Falls,10/16/04,,,,13,,,15,,,,,,,
Willamette Falls,10/17/04,,,,11,,,18,,,,,,,
Willamette Falls,10/18/04,,,,9,,,15,,,,,,,15
Willamette Falls,10/19/04,,1,,5,,,3,,,,,,,14.4
Willamette Falls,10/20/04,,,,10,,,4,,,,,,,13.9
Willamette Falls,10/21/04,,,,5,,,2,,,,,,,13.3
Willamette Falls,10/22/04,,,,6,,,14,,,,,,,
Willamette Falls,10/23/04,,,,4,,,7,,,,,,,
Willamette Falls,10/24/04,,,,5,,,2,,,,,,,
Willamette Falls,10/25/04,,,,6,,,5,,,,,,,11.1
Willamette Falls,10/26/04,,,,5,,,2,,,,,,,11.1
Willamette Falls,10/27/04,,,,7,,,6,,,,,,,10.6
Willamette Falls,10/28/04,,,,5,,,2,,,,,,,9.4
Willamette Falls,10/29/04,,,,2,,,,,,,,,,9.4
Willamette Falls,10/30/04,,,,4,,,6,,,,,,,
Willamette Falls,10/31/04,,,,9,,,5,,,,,,,
Willamette Falls,11/1/04,,,,6,,,3,1,,,,,,9.4
Willamette Falls,11/2/04,,,,8,,,5,,,,,,,10
Willamette Falls,11/3/04,,,,7,,,3,,,,,,,9.4
Willamette Falls,11/4/04,,,,8,,,5,,,,,,,8.3
Willamette Falls,11/5/04,,,,10,,,9,,,,,,,8.3
Willamette Falls,11/6/04,,,,4,,,11,,,,,,,
Willamette Falls,11/7/04,,,,1,,,3,,,,,,,
Willamette Falls,11/8/04,,,,3,,,3,,,,,,,7.2
Willamette Falls,11/9/04,,,,3,,,2,,,,,,,7.2
Willamette Falls,11/10/04,,,,7,,,2,,,,,,,7.2
Willamette Falls,11/11/04,,,,11,,,2,,,,,,,
Willamette Falls,11/12/04,,,,6,,,1,,,,,,,7.2
Willamette Falls,11/13/04,,,,4,,,,1,,,,,,
Willamette Falls,11/14/04,,,,10,,,,,,,,,,
Willamette Falls,11/15/04,,,,5,,,1,,,,,,,7.8
Willamette Falls,11/16/04,,,,6,,,,,,,,,,8.3
Willamette Falls,11/17/04,,,,2,,,3,,,,,,,8.3
Willamette Falls,11/18/04,,,,5,,,,,,,,,,8.3
Willamette Falls,11/19/04,,,,10,,,,,,,,,,8.3
Willamette Falls,11/20/04,,,,2,,,1,,,,,,,
Willamette Falls,11/21/04,,,,5,,,1,,,,,,,
Willamette Falls,11/22/04,,,,1,,,,,,,,,,8.3
Willamette Falls,11/23/04,,,,3,,,,1,,,,,,5
Willamette Falls,11/24/04,,,,3,,,,,,,,,,5
Willamette Falls,11/25/04,,,,4,,,,,,,,,,
Willamette Falls,11/26/04,,,,3,,,,,,,,,,6.1
Willamette Falls,11/27/04,,,,6,,,,,,,,,,
Willamette Falls,11/28/04,,,,4,,,,,,,,,,
Willamette Falls,11/29/04,,,,10,,,,,,,,,,5
Willamette Falls,11/30/04,,,,,,,,,,,,,,4.4
Willamette Falls,12/1/04,,,,6,,,,,,,,,,3.9
Willamette Falls,12/2/04,,,,2,,,1,,,,,,,4.4
Willamette Falls,12/3/04,,,,1,,,,,,,,,,3.9
Willamette Falls,12/4/04,,,,3,,,,,,,,,,
Willamette Falls,12/5/04,,,,6,,,,,,,,,,
Willamette Falls,12/6/04,,,,6,,,,,,,,,,3.3
Willamette Falls,12/7/04,,,,7,,,,,,,,,,3.3
Willamette Falls,12/8/04,,,,4,,,,,,,,,,3.9
Willamette Falls,12/9/04,,,,8,,,,,,,,,,3.9
Willamette Falls,12/10/04,,,,6,,,,,,,,,,5.6
Willamette Falls,12/11/04,,,,5,,,,,,,,,,
Willamette Falls,12/12/04,,,,11,,,,,,,,,,
Willamette Falls,12/13/04,,,,13,,,1,,,,,,,5.6
Willamette Falls,12/14/04,,,,20,,,1,,,,,,,5.6
Willamette Falls,12/15/04,,,,15,,,,,,,,,,5.6
Willamette Falls,12/16/04,,,,4,,,,,,,,,,5.6
Willamette Falls,12/17/04,,,,18,,,,,,,,,,4.4
Willamette Falls,12/18/04,,,,20,,,,,,,,,,
Willamette Falls,12/19/04,,,,9,,,,,,,,,,
Willamette Falls,12/20/04,,,,31,,,,,,,,,,3.9
Willamette Falls,12/21/04,,,,10,,,,,,,,,,3.3
Willamette Falls,12/22/04,,,,9,,,,,,,,,,3.3
Willamette Falls,12/23/04,,,,10,,,,,,,,,,2.8
Willamette Falls,12/24/04,,,,21,,,,,,,,,,
Willamette Falls,12/25/04,,,,23,,,,,,,,,,
Willamette Falls,12/26/04,,,,21,,,,,,,,,,
Willamette Falls,12/27/04,,,,11,,,,,,,,,,2.8
Willamette Falls,12/28/04,,,,20,,,,,,,,,,2.8
Willamette Falls,12/29/04,,,,26,,,,,,,,,,2.8
Willamette Falls,12/30/04,,,,18,,,,,,,,,,2.8
Willamette Falls,12/31/04,,,,18,,,,,,,,,,
Willamette Falls,1/1/05,,,,18,,,,,,,,,,
Willamette Falls,1/2/05,,,,20,,,,,,,,,,
Willamette Falls,1/3/05,,,,10,,,,,,,,,,1.7
Willamette Falls,1/4/05,,,,15,,,,,,,,,,1.7
Willamette Falls,1/5/05,,,,11,,,,,,,,,,
Willamette Falls,1/6/05,,,,6,,,,,,,,,,
Willamette Falls,1/7/05,,,,2,,,,,,,,,,
Willamette Falls,1/8/05,,,,1,,,,,,,,,,
Willamette Falls,1/9/05,,,,5,,,,,,,,,,
Willamette Falls,1/10/05,,,,3,,,,,,,,,,
Willamette Falls,1/11/05,,,,11,,,,,,,,,,
Willamette Falls,1/12/05,,,,8,,,,,,,,,,0.6
Willamette Falls,1/13/05,,,,9,,,,,,,,,,
Willamette Falls,1/14/05,,,,2,,,,,,,,,,
Willamette Falls,1/15/05,,,,2,,,,,,,,,,
Willamette Falls,1/16/05,,,,3,,,,,,,,,,
Willamette Falls,1/17/05,,,,9,,,,,,,,,,
Willamette Falls,1/18/05,,,,14,,,,,,,,,,3.3
Willamette Falls,1/19/05,,,,84,,,,,,,,,,5
Willamette Falls,1/20/05,,,,87,,,,,,,,,,5.6
Willamette Falls,1/21/05,,,,27,,,,,,,,,,5.6
Willamette Falls,1/22/05,,,,53,,,,,,,,,,
Willamette Falls,1/23/05,,,,65,,,,,,,,,,
Willamette Falls,1/24/05,,,,37,,,,,,,,,,7.2
Willamette Falls,1/25/05,,,,16,,,,,,,,,,7.2
Willamette Falls,1/26/05,,,,10,,,,,,,,,,7.2
Willamette Falls,1/27/05,,,,41,,,,,,,,,,7.2
Willamette Falls,1/28/05,,,,15,,,,,,,,,,7.2
Willamette Falls,1/29/05,,,,10,,,,,,,,,,
Willamette Falls,1/30/05,,,,22,,,,,,,,,,
Willamette Falls,1/31/05,,,,27,,,,,,,,,,6.7
Willamette Falls,2/1/05,,,,15,,,,,,,,,,7.2
Willamette Falls,2/2/05,,,,26,,,,,,,,,,7.2
Willamette Falls,2/3/05,,,,6,,,,,,,,,,6.7
Willamette Falls,2/4/05,,,,12,,,,,,,,,,
Willamette Falls,2/5/05,,,,8,,,,,,,,,,
Willamette Falls,2/6/05,,,,8,,,,,,,,,,
Willamette Falls,2/7/05,,,,16,,,,,,,,,,6.7
Willamette Falls,2/8/05,,,,18,,,,,,,,,,6.1
Willamette Falls,2/9/05,,,,9,,,,,,,,,,6.1
Willamette Falls,2/10/05,,,,7,,,,,,,,,,6.1
Willamette Falls,2/11/05,,,,7,,,,,,,,,,5.6
Willamette Falls,2/12/05,,,,5,,,,,,,,,,
Willamette Falls,2/13/05,,,,7,,,,,,,,,,
Willamette Falls,2/14/05,,,,8,,,,,,,,,,5.6
Willamette Falls,2/15/05,,,,6,,,,,,,,,,5
Willamette Falls,2/16/05,,,,19,,,,,,,,,,
Willamette Falls,2/17/05,,,,5,,,,,,,,,,5
Willamette Falls,2/18/05,,,,4,,,,,,,,,,5
Willamette Falls,2/19/05,,,,6,,,,,,,,,,
Willamette Falls,2/20/05,,,,8,,,,,,,,,,
Willamette Falls,2/21/05,,,,5,,,,,,,,,,
Willamette Falls,2/22/05,,,,28,,,,,,,,,,6.1
Willamette Falls,2/23/05,,,,17,,,,,,,,,,6.1
Willamette Falls,2/24/05,,2,,106,,,,,,,,,,6.1
Willamette Falls,2/25/05,,2,,138,,,,,,,,,,6.7
Willamette Falls,2/26/05,,1,,70,,,,,,,,,,
Willamette Falls,2/27/05,,,,67,,,,,,,,,,
Willamette Falls,2/28/05,,1,,13,,,,,,,,,,7.8
Willamette Falls,3/1/05,,,,34,,,,,,,,,,
Willamette Falls,3/2/05,,,,187,,,,,,,,,,8.3
Willamette Falls,3/3/05,,,,55,,,,,,,,,,8.3
Willamette Falls,3/4/05,,,,166,,,,,,,,,,8.9
Willamette Falls,3/5/05,,6,,94,,,,,,,,,,
Willamette Falls,3/6/05,,,,95,,,,,,,,,,
Willamette Falls,3/7/05,,2,,37,,,,,,,,,,10
Willamette Falls,3/8/05,,1,,23,,,,,,,,,,10
Willamette Falls,3/9/05,,1,,73,,,,,,,,,,
Willamette Falls,3/10/05,,5,,38,,,,,,,,,,
Willamette Falls,3/11/05,,2,,58,,,,,,,,,,
Willamette Falls,3/12/05,,3,,88,,,,,,,,,,
Willamette Falls,3/13/05,,7,,132,,,,,,,,,,
Willamette Falls,3/14/05,,13,,159,,,,,,,,,,
Willamette Falls,3/15/05,,20,,109,,,,,,,,,,
Willamette Falls,3/16/05,,30,,132,,,,,,,,,,
Willamette Falls,3/17/05,,11,,95,,,,,,,,,,
Willamette Falls,3/18/05,,18,,79,,,,,,,,,,
Willamette Falls,3/19/05,,14,,55,,,,,,,,,,
Willamette Falls,3/20/05,,17,,54,,,,,,,,,,
Willamette Falls,3/21/05,,16,,69,,,,,,,,,,8.9
Willamette Falls,3/22/05,,23,1,70,,,,,,,,,,8.9
Willamette Falls,3/23/05,,21,,39,,,,,,,,,,10
Willamette Falls,3/24/05,,10,,23,,,,,,,,,,10
Willamette Falls,3/25/05,,3,,22,,,,,,,,,,8.3
Willamette Falls,3/26/05,,4,,57,,,,,,,,,,
Willamette Falls,3/27/05,,30,,91,,,,,,,,,,
Willamette Falls,3/28/05,,7,,96,,,,,,,,,,7.8
Willamette Falls,3/29/05,,4,,59,,,,,,,,,,7.2
Willamette Falls,3/30/05,,,,87,,,,,,,,,,7.2
Willamette Falls,3/31/05,,7,,121,,,,,,,,,,7.2
Willamette Falls,4/1/05,,8,,215,,,,,,,,,,
Willamette Falls,4/2/05,,20,,293,,,,,,,,,,
Willamette Falls,4/3/05,,35,,220,,,,,,,,,,
Willamette Falls,4/4/05,,7,,39,,,,,,,,,,8.9
Willamette Falls,4/5/05,,13,,66,,,,,,,,,,8.9
Willamette Falls,4/6/05,,14,,68,,,,,,,,,,8.9
Willamette Falls,4/7/05,,26,,86,,,,,,,,,,10
Willamette Falls,4/8/05,,25,,70,,,,,,,,,,10
Willamette Falls,4/9/05,,23,,51,,,,,,,,,,
Willamette Falls,4/10/05,,24,,51,,,,,,,,,,
Willamette Falls,4/11/05,,23,,43,,,,,,,,,,8.9
Willamette Falls,4/12/05,,25,,62,,,,,,,,,,8.9
Willamette Falls,4/13/05,,18,,51,,,,,,,,,,
Willamette Falls,4/14/05,,14,,46,,,,,,,,,,10
Willamette Falls,4/15/05,,42,,70,,,,,,,,,,10
Willamette Falls,4/16/05,,77,,61,,,,,,,,,,
Willamette Falls,4/17/05,,76,,98,,,,,,,,,,
Willamette Falls,4/18/05,,62,,65,,,,,,,,,,8.9
Willamette Falls,4/19/05,,64,,63,,,,,,,,,,8.9
Willamette Falls,4/20/05,,132,3,79,,,,,,,,,,10
Willamette Falls,4/21/05,,265,2,129,,,,,,,,,,10
Willamette Falls,4/22/05,,786,10,187,,,,,,,,,,11.1
Willamette Falls,4/23/05,,900,10,156,,,,,,,,,,
Willamette Falls,4/24/05,,902,11,158,,,,,,,,,,
Willamette Falls,4/25/05,,904,13,165,,,,,,,,,,12.2
Willamette Falls,4/26/05,,1016,14,127,,,,,,,,,,12.2
Willamette Falls,4/27/05,,771,14,123,,,,,,,,,,12.8
Willamette Falls,4/28/05,,1701,27,119,,,,,,,,,,14.4
Willamette Falls,4/29/05,,1575,43,133,,,,,,,,,,15
Willamette Falls,4/30/05,,1435,39,140,,,,,,,,,,
Willamette Falls,5/1/05,,1402,41,138,,,,,,,,,,
Willamette Falls,5/2/05,,1319,38,143,,,,,,,,,,14.4
Willamette Falls,5/3/05,,680,25,88,,,,,,,,,,14.4
Willamette Falls,5/4/05,,955,31,108,,,,,,,,,,14.4
Willamette Falls,5/5/05,,999,34,90,,,,,,,,,,15
Willamette Falls,5/6/05,,767,27,81,,,,,,,,,,14.4
Willamette Falls,5/7/05,,719,33,85,,,,,,,,,,
Willamette Falls,5/8/05,,631,27,93,,,,,,,,,,
Willamette Falls,5/9/05,,382,35,116,,,,,,,,,,12.8
Willamette Falls,5/10/05,,232,21,60,,,,,,,,,,12.2
Willamette Falls,5/11/05,,103,4,75,,,,,,,,,,11.7
Willamette Falls,5/12/05,,16,,13,,,,,,,,,,11.7
Willamette Falls,5/13/05,,47,,32,,,,,,,,,,11.7
Willamette Falls,5/14/05,,121,11,186,,,,,,,,,,
Willamette Falls,5/15/05,,357,11,231,,,,,,,,,,
Willamette Falls,5/16/05,,503,21,173,,,,,,,,,,13.3
Willamette Falls,5/17/05,,386,34,179,,,,,,,,,,13.3
Willamette Falls,5/18/05,,332,21,116,,,,,,,,,,13.3
Willamette Falls,5/19/05,,106,2,46,,,,,,,,,,12.8
Willamette Falls,5/20/05,,50,2,38,,,,,,,,,,11.7
Willamette Falls,5/21/05,,57,3,89,,,,,,,,,,
Willamette Falls,5/22/05,,93,5,177,,,,,,,,,,
Willamette Falls,5/23/05,,96,4,69,,,,,,,,,,11.1
Willamette Falls,5/24/05,,180,13,118,,,,,,,,,,11.1
Willamette Falls,5/25/05,,450,28,142,,,,,,,,,,12.2
Willamette Falls,5/26/05,,562,32,91,,,,,,,,,,13.3
Willamette Falls,5/27/05,,1286,52,131,,,,,,,,,,15.6
Willamette Falls,5/28/05,,1021,36,119,,,,,,,,,,
Willamette Falls,5/29/05,,879,45,148,,,,,,,,,,
Willamette Falls,5/30/05,,484,40,138,,,,,,,,,,
Willamette Falls,5/31/05,,523,42,212,,,,,,,,,,15.6
Willamette Falls,6/1/05,,378,9,249,,,,,,,,,,15
Willamette Falls,6/2/05,,286,25,163,,,,,,,,,,14.4
Willamette Falls,6/3/05,,268,6,162,,,,,,,,,,
Willamette Falls,6/4/05,,241,9,200,,,,,,,,,,
Willamette Falls,6/5/05,,258,19,111,,,,,,,,,,
Willamette Falls,6/6/05,,252,12,182,,,,,,,,,,12.8
Willamette Falls,6/7/05,,246,15,215,,,,,,,,,,12.8
Willamette Falls,6/8/05,,188,14,257,,,,,,,,,,
Willamette Falls,6/9/05,,80,3,117,,,,,,,,,,13.3
Willamette Falls,6/10/05,,189,4,219,,,,,,,,,,14.4
Willamette Falls,6/11/05,,278,12,215,,,,,,,,,,
Willamette Falls,6/12/05,,261,14,220,,,,,,,,,,
Willamette Falls,6/13/05,,235,4,147,,,,,,,,,,14.4
Willamette Falls,6/14/05,,327,10,225,,,,,,,,,,14.4
Willamette Falls,6/15/05,,249,3,213,,,,,,,,,,14.4
Willamette Falls,6/16/05,,236,8,278,,,,,,,,,,
Willamette Falls,6/17/05,,267,8,217,,,,,,,,,,
Willamette Falls,6/18/05,,252,2,189,,,,,,,,,,
Willamette Falls,6/19/05,,206,5,193,,,,,,,,,,
Willamette Falls,6/20/05,,241,2,223,,,,,,,,,,16.1
Willamette Falls,6/21/05,,221,2,136,,,,,,,,,,16.1
Willamette Falls,6/22/05,,286,4,228,,,,,,,,,,16.1
Willamette Falls,6/23/05,,196,3,136,,,,,,,,,,16.7
Willamette Falls,6/24/05,,234,1,165,,,,,,,,,,16.7
Willamette Falls,6/25/05,,231,6,208,,,,,,,,,,
Willamette Falls,6/26/05,,190,6,232,,,,,,,,,,
Willamette Falls,6/27/05,,138,4,102,,,,,,,,,,17.2
Willamette Falls,6/28/05,,171,3,223,,,,,,,,,,17.2
Willamette Falls,6/29/05,,162,7,201,,,,,,,,,,17.2
Willamette Falls,6/30/05,,225,13,235,,,,,,,,,,
Willamette Falls,7/1/05,,182,8,332,,,,,,,,,,
Willamette Falls,7/2/05,,171,9,252,,,,,,,,,,
Willamette Falls,7/3/05,,90,6,172,,,,,,,,,,
Willamette Falls,7/4/05,,44,,70,,,,,,,,,,
Willamette Falls,7/5/05,,53,1,105,,,,,,,,,,
Willamette Falls,7/6/05,,132,9,219,,,,,,,,,,21.1
Willamette Falls,7/7/05,,105,2,203,,,,,,,,,,21.7
Willamette Falls,7/8/05,,66,1,130,,,,,,,,,,21.7
Willamette Falls,7/9/05,,42,,106,,,,,,,,,,
Willamette Falls,7/10/05,,65,,132,,,,,,,,,,
Willamette Falls,7/11/05,,31,,81,,,,,,,,,,21.1
Willamette Falls,7/12/05,,50,2,142,,,,,,,,,,21.1
Willamette Falls,7/13/05,,35,,72,,,,,,,,,,21.7
Willamette Falls,7/14/05,,49,2,96,,,,,,,,,,21.7
Willamette Falls,7/15/05,,54,,136,,,,,,,,,,22.2
Willamette Falls,7/16/05,,36,,80,,,,,,,,,,
Willamette Falls,7/17/05,,35,,65,,,,,,,,,,
Willamette Falls,7/18/05,,44,,36,,,,,,,,,,22.2
Willamette Falls,7/19/05,,13,,29,,,,,,,,,,22.8
Willamette Falls,7/20/05,,15,,30,,,,,,,,,,23.3
Willamette Falls,7/21/05,,23,,32,,,,,,,,,,
Willamette Falls,7/22/05,,13,1,29,,,,,,,,,,23.3
Willamette Falls,7/23/05,,3,,16,,,,,,,,,,
Willamette Falls,7/24/05,,7,,16,,,,,,,,,,
Willamette Falls,7/25/05,,3,,13,,,,,,,,,,22.8
Willamette Falls,7/26/05,,12,,13,,,,,,,,,,23.9
Willamette Falls,7/27/05,,5,,9,,,,,,,,,,23.9
Willamette Falls,7/28/05,,13,,18,,,,,,,,,,
Willamette Falls,7/29/05,,5,,14,,,,,,,,,,
Willamette Falls,7/30/05,,5,,15,,,,,,,,,,
Willamette Falls,7/31/05,,3,,4,,,,,,,,,,
Willamette Falls,8/1/05,,2,,3,,,,,,,,,,23.3
Willamette Falls,8/2/05,,1,,4,,,,,,,,,,23.3
Willamette Falls,8/3/05,,7,,1,,,,,,,,,,24.4
Willamette Falls,8/4/05,,6,,1,,,,,,,,,,24.4
Willamette Falls,8/5/05,,3,,6,,,,,,,,,,25
Willamette Falls,8/6/05,,6,,9,,,,,,,,,,
Willamette Falls,8/7/05,,5,,8,,,,,,,,,,
Willamette Falls,8/8/05,,4,,4,,,,,,,,,,23.9
Willamette Falls,8/9/05,,3,,2,,,,,,,,,,23.9
Willamette Falls,8/10/05,,1,,4,,,,,,,,,,23.9
Willamette Falls,8/11/05,,2,1,1,,,,,,,,,,23.9
Willamette Falls,8/12/05,,,,1,,,,,,,,,,24.4
Willamette Falls,8/13/05,,5,,2,,,,,,,,,,
Willamette Falls,8/14/05,,7,,2,,,,,,,,,,
Willamette Falls,8/15/05,,3,,2,,,,,,,,,,22.8
Willamette Falls,8/16/05,,8,1,3,,,,,,,,,,
Willamette Falls,8/17/05,,4,,4,,,,,,,,,,22.8
Willamette Falls,8/18/05,,4,,8,,,1,,,,,,,
Willamette Falls,8/19/05,,5,,2,,,,,,,,,,22.8
Willamette Falls,8/20/05,,,,7,,,,,,,,,,
Willamette Falls,8/21/05,,4,,7,,,,,,,,,,
Willamette Falls,8/22/05,,8,,5,,,,,,,,,,22.8
Willamette Falls,8/23/05,,2,,7,,,,,,,,,,22.8
Willamette Falls,8/24/05,,6,,2,,,,,,,,,,21.7
Willamette Falls,8/25/05,,8,,5,,,,,,,,,,22.2
Willamette Falls,8/26/05,,7,,11,,,,,,,,,,22.2
Willamette Falls,8/27/05,,4,,14,,,,,,,,,,
Willamette Falls,8/28/05,,7,,10,,,,,,,,,,
Willamette Falls,8/29/05,,11,,10,,,,,,,,,,
Willamette Falls,8/30/05,,10,,18,,,,,,,,,,
Willamette Falls,8/31/05,,2,1,10,,,,,,,,,,21.1
Willamette Falls,9/1/05,,4,,12,,,,,,,,,,21.1
Willamette Falls,9/2/05,,13,1,12,,,1,,,,,,,21.1
Willamette Falls,9/3/05,,26,,14,,,2,1,,,,,,
Willamette Falls,9/4/05,,9,1,4,,,5,,,,,,,
Willamette Falls,9/5/05,,4,,3,,,,,,,,,,
Willamette Falls,9/6/05,,11,1,14,,,2,1,,,,,,20.6
Willamette Falls,9/7/05,,26,3,4,,,5,7,,,,,,21.1
Willamette Falls,9/8/05,,18,2,13,,,10,5,,,,,,20.6
Willamette Falls,9/9/05,,24,7,7,,,17,11,,,,,,20.6
Willamette Falls,9/10/05,,26,1,8,,,10,8,,,,,,
Willamette Falls,9/11/05,,15,2,5,,,15,4,,,,,,
Willamette Falls,9/12/05,,45,5,5,,,17,6,,,,,,18.3
Willamette Falls,9/13/05,,28,1,6,,,7,4,,,,,,18.3
Willamette Falls,9/14/05,,34,5,4,,,18,9,,,,,,17.8
Willamette Falls,9/15/05,,28,5,7,,,7,5,,,,,,18.3
Willamette Falls,9/16/05,,43,6,4,,,16,4,,,,,,18.3
Willamette Falls,9/17/05,,25,4,9,,,14,7,,,,,,
Willamette Falls,9/18/05,,57,4,6,,,20,4,,,,,,
Willamette Falls,9/19/05,,65,8,10,,,57,10,,,,,,17.2
Willamette Falls,9/20/05,,21,,5,,,68,22,,,,,,
Willamette Falls,9/21/05,,21,1,5,,,47,22,,,,,,16.1
Willamette Falls,9/22/05,,49,4,8,,,59,11,,,,,,16.1
Willamette Falls,9/23/05,,40,,7,,,52,9,,,,,,15
